"id","orderId","commonName","scientificName","pollution","description"
46,5,"Water Boatmen","Corixidae","NA","The Corixidae, or water boatmen, include about 130 species in 20 genera in North America, making it the most species-diverse family of freshwater Hemiptera. They are very efficient <u>swimmers</u>, moving quickly near the bottom of weedy, quieter water habitats (ponds and slowly flowing streams). They feed mostly on the sap of freshwater plants, but occasionally prey on small macroinvertebrates or even eat small particles of detritus. Eggs are laid on solid objects under water. The front <u>tarsi</u> of males are usually equipped with tiny pegs that can be rubbed across the triangular, grooved <u>rostrum</u> to make sound under water. Both males and females are often attracted to lights at night."
47,5,"Water Striders","Gerridae","NA","There are about 46 North American species of water striders in 9 genera. Using water-repelling hairs on their <u>tarsi</u> (feet) to stay on top of the water and water-surface-penetrating claws to gain purchase in the water-surface tension, these familiar insects skate rapidly on the surface of open water of <u>lentic</u> habitats and slowly flowing areas of streams. Their movements are clumsy on shore. Because adults often lack wings, distinguishing <u>nymphs</u> from adults requires careful examination of genital structures. Both <u>larvae</u> and adults feed on living and dead insects trapped on the water surface."
48,5,"Creeping Water Bugs","Naucoridae","NA","The family Naucoridae includes 5 North American genera with roughly 20 species. However, <em>Pelocoris </em>is the only genus found in the eastern United States. <em>Pelocoris </em>typically inhabits weedy ponds or quiet water. They are generally <u>clingers</u>, but are good <u>swimmers</u> as well. They are <u>piercing predators</u>, with strong grasping <u>forelegs</u> to capture their prey (other small invertebrates). Be careful when handling them; their bite is painful! Fortunately, the pain soon dissipates and leaves no lasting consequences. Some adults in this family have up to four million tiny <u>hydrophobic</u> hairs per square mm that help hold a layer of air (plastron) against the ventrolateral <u>spiracles</u> while underwater so that they do not need to come to the water surface to breathe. Some species also fan this plastron with their hind legs, to increase the current moving across it, and thus increase the diffusion of oxygen from the water."
49,5,"Waterscorpions","Nepidae","NA","The mouthparts are slender, needle-like; the antennae are short and hidden from dorsal view; the end of the abdomen has a cylindrical breathing tube composed of 2 slender, non-retractile filaments."
50,5,"Backswimmers","Notonectidae","NA","The mouthparts are slender, needle-like; the antennae are short and hidden from dorsal view; the body is parallel-sided and at least ¼ inch (5 mm) long; the front legs are slender; the middle and hind legs are fringed with swimming hairs; the hind legs are long and flattened, oar-like; swims upside down."
51,5,"Broad-Shouldered Water Striders, Shortlegged Water Striders, Riffle Bugs","Veliidae","NA","There are roughly 35 species in the family Veliidae. They are referred to as ""riffle bugs"" because they are often found on the surface of fast-flowing water. Members of this group are <u>piercing predators</u>. They wait at the surface and grab small living or dead invertebrates that swim or drift by. The <u>hydrophobic</u> (water-repelling) structure of the <u>tarsi</u> (last segment of each leg) helps them stay on the water surface. Most insects have their claws at the most <u>apical</u> tip of each leg; however, riffle bugs have the claws positioned before the <u>apex</u>. The claws are not <u>hydrophobic</u> and pierce the water surface, giving them ""grip"" for running on it."
52,6,"Aquatic Caterpillars, Snout Moths","Crambidae","NA","Most caterpillars in the family Crambidae are terrestrial; however, a few of these caterpillars are truly aquatic (about 740 species worldwide). They are holometabolous, meaning they have egg, <u>larva</u>, pupal, and adult stages. They can be found in a variety of habitats including <u>lentic</u> and <u>lotic</u> habitats. Most <u>larvae</u> feed on floating plants or algae on rock surfaces. Often, first instar <u>larvae</u> are <u>hydrophilic</u> (water-loving) and absorb oxygen directly from the water. As the <u>larvae</u> become larger they tend to be <u>hydrophobic</u> (water-resistant) with a layer of air held against the body. This is advantageous, as oxygen diffuses more rapidly through air than water. They often have a close relationship with a host plant on which they both live and feed; these plant feeders often cover themselves with pieces of leaf or they burrow in the stem. The algal-feeding species spin a silk tent from beneath which they graze on the algae. They pupate in or beneath the plant and silk material, and emerge as terrestrial snout moths."
53,7,"Hellgrammites, Dobsonflies, Fishflies","Corydalidae","NA","There are 6 genera in this family including about 20 species. The <u>larvae</u> are <u>engulfing predators</u> actively search for food, mostly small invertebrates. Members of this family tend to be found in the fastest part of the riffle, among the rocks; however, some species can be found in still water as well. The <u>larvae</u> (hellgrammites) are often preferred as live bait by fishermen due to their high activity and long life on a hook, making them more likely to attract fish. Adults probably do not feed. Males of some species have very long sword-like mandibles used in mating rituals. (Females prefer males with large jaws.)"
54,7,"Alderflies","Sialidae","NA","The mouthparts are slender, needle-like; the antennae are long and conspicuous from dorsal view; the wing membrane has 4 or 5 distinct, similar cells defined by thicker veins; found beside the water and not in it."
55,8,"Darners","Aeshnidae","NA","The dragonfly family Aeshnidae includes 10 genera. <em>Aeshna </em>is the largest genus, including 20 out of 38 North American species in the family. Like most dragonfly <u>larvae</u>, members of this family are predators, feeding on invertebrates and even small fish by stalking their prey. They can be found <u>climbing</u> on aquatic plants or root masses, in still or slowly flowing water. They are sometimes used as models for tied flies for fly-fishing; usually larger species are imitated, and the hook made to sink and be teased along the bottom to mimic their behavior. The adults are <u>perchers</u>, meaning when flying they will frequently pause to rest on branches or other prominent objects for a few seconds before taking off again. Some species migrate, flying South in winter, and as far north as Canada in the summer."
56,8,"Broad-winged Damselflies","Calopterygidae","NA","The family Calopterygidae belongs in Zygoptera, or damselflies, and is not a true dragonfly (Anisoptera). Members of this group live in <u>lotic-erosional</u> and <u>depositional</u> habitats and tend to be found along the margins of streams, in areas of moderate or slower flow, where there is detritus. They are stiff-looking <u>climbers</u> on roots, plant stems, and debris at edges of slowly flowing streams. They are <u>engulfing predators</u> that actively stalk their prey then snatch it up with their <u>labial mask</u>, an arm-like extremity that extends from below the face. The adults of this group are often dark winged with slender iridescent green-blue bodies."
57,8,"Narrow-winged Damselflies","Coenagrionidae","NA","This is the largest damselfly family, including roughly 90 North American species in 15 genera. Most genera are found in <u>lentic</u> habitats, except <em>Argia</em>, which is usually found in streams among rocks and plants. <u>Nymphs</u> are <u>climbers</u> and stalking predators among plants and roots. Some of the <u>nymphs</u> in this group can be used for fly-fishing, but usually are only useful in slowly moving water. Unlike most damselfly adults, which tend to rest from flight on plants, members of the Coenagrionidae tend to rest on rocks or other exposed surfaces. Interestingly, adult males and females of the same species tend to differ in color."
58,8,"Spiketails, Biddies","Cordulegastridae","NA","The stout larva is without conspicuous terminal gills; the palpal lobes (apical projections at the end of the large, retractile labial prementum—“lower lip”) are triangular, much broader apically than basally and with large, irregular teeth."
59,8,"Greeneyed Skimmer, Emeralds","Corduliidae","NA","This dragonfly family includes roughly 7 North American genera and 50 species, and unlike most dragonfly familes, tends to have more species found in the North than the South. They can be found in varying habitats including streams, as well as <u>lentic</u> habitats such as lakes, ponds, and wetlands. They are <u>sprawlers</u> along the <u>benthos</u> and <u>climbers</u> on plants. <u>Nymphs</u> can be easily confused with those of the family Libellulidae (Common Skimmers) but can be identified with close attention to the presence of a longitudinal groove on the base of the <u>ventral</u> surface of the <u>labial mask</u>. They molt into adults at roughly the same time as burrowing mayflies, one of their favorite foods."
60,8,"Clubtails","Gomphidae","NA","This family includes approximately 16 genera and more than 80 North American species. This is a fairly common and widespread group, found among debris or <u>burrowing</u> in both <u>lentic</u> and <u>lotic</u> habitats. <u>Nymphs</u> are easily identified by their rather thick antennae. Like other dragonflies, the adults and <u>nymphs</u> are predators. <u>Nymphs</u> bury in the sediment, partially hiding themselves to wait for prey to pass by, and then snatch them up with their arm-like <u>labral</u> mask. The adults typically fly low to the ground and only in bright sun."
61,8,"Spreadwinged Damselflies","Lestidae","NA","The slender larva has conspicuous terminal gills; the prementum (“lower lip”) is very long and its base is slender, parallel-sided, and at least twice as long as its triangular apex."
62,8,"Skimmers","Libellulidae","NA","This is a group of 90 North American species, the most of any dragonfly family. <u>Nymphs</u> can be found in a variety of <u>lentic</u> habitats including wetlands, ponds, and ditches, as well as along the margins of slow-flowing <u>lotic</u> habitats. They can be found <u>sprawling</u> on the <u>benthos</u> or <u>climbing</u> plants and woody debris. Some species are extremely tolerant of low oxygen concentrations in the water as well as high alkalinity, and <u>brackish</u> water habitats. <u>Nymphs</u> can sometimes be used for fly-fishing in still water habitats. The adults seem to fly in rather unpredictable flight trajectories and tend to have wings patterned with pigment."
63,9,"Small Winter Stoneflies","Capniidae","NA","Small winter stoneflies are named for the long, slender body of their aquatic <u>larval</u> form and for the fact that the adults emerge during the winter and can be seen walking on snow. <u>Wing pads</u> on this family do not diverge from the midline; and abdominal segments are separated by a <u>membranous</u> fold. Winter stoneflies are one of the largest families of stoneflies. The <u>nymphs</u> live in the flowing water beneath rocks and gravel in stream and river beds, and only come to surface when metamorphosing into their adult form."
64,9,"Green Stoneflies","Chloroperlidae","NA","The body is small to middle-size (1/4–3/4 inch), slender, and without gills; the labium (lower lip) appears to have only two apical lobes; there is no color pattern on the head or thorax; the wing pads are not divergent, but are parallel with the body; the cerci (long slender filaments at the end of the body) are short, no more than ¾ as long as the abdomen."
65,9,"Rolled-winged Stoneflies, Needleflies, Williowflies","Leuctridae","NA","This family includes 6 genera with over 40 species in North America. Although the family is relatively widespread, the species tend to have very localized distributions. <u>Larvae</u> prefer fast, rocky-bottomed riffles and streams. <u>Larvae</u> are long and slender, allowing them to slither through leaf packs. They are <u>shredding detritivores</u>, eating decaying leaves in the water; however, most of the nutrients they receive from this meal come from the <u>periphyton</u> growing on the leaves and not the leaves themselves. The adults have wings that appear to roll around the body, giving them the common name Rolled-Winged Stoneflies."
66,9,"Spring Stoneflies, Forestflies","Nemouridae","NA","There are 12 North American genera with roughly 60 species. This group is often referred to as “spring stoneflies,” however, adults of different species emerge at different times of year. The <u>larvae</u> tend to prefer small rivers, streams, and springs. They are often found in <u>leaf packs</u>, wood, or other coarse sediments. This makes sense as most of them are <u>shredding detritivores</u>, though some are <u>collector-gatherers</u>. These <u>larvae</u> can be easily confused with Taeniopterygidae as they both have <u>wing pads</u> divergent (not parallel with the body axis) but can be distinguished because the second tarsal segment of each leg of Nemouridae is much shorter in length than the first. These tend to be hairy <u>larvae</u> with <u>hind legs</u> longer than the abdomen."
67,9,"Roach-like Stoneflies","Peltoperlidae","NA","The body is small (1/4–1 inch), stocky, with tapered and pointed gills that are partly hidden by the large, overlapping thoracic plates, giving this stonefly a cockroach appearance from dorsal view."
68,9,"Common Stoneflies","Perlidae","NA","This is the world's most species-rich stonefly family including 84 North America species and almost 1,000 worldwide. The generally black-and-yellow-striped <u>larvae</u> are often found <u>clinging</u> to substrate in riffles and other <u>lotic-erosional</u> habitats. Young <u>larvae</u> tend to <u>collect and gather</u> small amounts of food until they are large enough to <u>engulf</u> their prey, including caddisflies, midges, and other small invertebrates. Some of the <u>larvae</u> are territorial, swinging their <u>cerci</u> (tails) at other animals that get too close. If not enough oxygen is present in the water, they can be seen doing strange push-up-like movements in order to move more water across the gills. A life cycle can require from 1–3 years, depending on environmental conditions. They emerge as flying adults in spring and summer, and can often be drawn to lights at night."
69,9,"Stripetails, Springflies, Yellow Stones","Perlodidae","NA","This family includes 130 North American species and about 300 worldwide. This members of this family have a patterned head and thorax and often longitudinal black-and-yellow stripes on the abdomen, giving the <u>nymphs</u> the common name ""Stripetails."" Similar to other predators, the <u>larvae</u> of this group have <u>paraglossae</u> that are much longer than the <u>glossae</u>; however, some species in this group are also facultative <u>shredders</u> or <u>collector-gatherers</u>. They are often found <u>clinging</u> to the substrate, plants, or other materials in the stream. "
70,9,"Giant Stoneflies","Pteronarcyidae","NA","The giant stoneflies are identifiable by two main features. The head of these <u>larvae</u> appears to be tilted downward, because it a vertical orientation. Pteronarcyidae have <u>gills</u> on both <u>thoracic</u> and abdominal segments. It is one of only two families of stoneflies to have <u>thoracic</u> <u>gills</u>. These large stonesflies are <u>shredders</u>, eating mostly algae and decomposing leaf litter. Giant stoneflies are fairly sensitive to pollution and can be used to indicate good water quality."
71,9,"Broadbacks, Winter Stoneflies","Taeniopterygidae","NA","<u>Larvae</u> are usually found in <u>lotic-erosional</u> habitats with coarse sediments, debris accumulations, <u>leaf packs</u>, and in quieter water at the edges of streams, and also are frequently found in large rivers. <u>Larvae</u> can be difficult to spot as they are often slow-moving and covered in debris. Similar to other <u>shredders</u>, these <u>larvae</u> have <u>paraglossae</u> and <u>glossae</u> about the same length. These <u>larvae</u> can be easily confused with Nemouridae as they both have <u>wing pads</u> divergent (not parallel with the body axis) but can be distinguished because the second tarsal segment of each leg of Taeniopterygidae is about the same length as the first."
72,10,"Mountain Casemaker Caddisflies","Apataniidae","NA","The larva lives in a papoose-shaped case of fine sand grains on tops of rocks; its tiny antennae are halfway between the eyes and the mouthparts; the mandibles lack teeth; the tops of the first two thoracic segments are covered by sclerites; the top of the third thoracic segment (metanotum) is hairy and usually lacks sclerites near the midline; anal prolegs are mostly fused with the end of the abdomen except their apical hooks."
73,10,"Humpless Casemaker Caddisflies","Brachycentridae","NA","Humpless casemaker caddisfly <u>larvae</u> are characterized by a 'humpless' first abdominal segment. The portable case is made from strips of organic material which is typically rounded and tube-like; several genera build square, four-sided cases. The ""humpless"" caddisfly lives where the currents are consistently swift, and are often found anchored to rocks at the heads of <u>riffles</u>."
74,10,"Comb-lipped Casemaker Caddisflies","Calamoceratidae","NA","The larva lives in a case that is composed of two flat pieces of dead leaves or in a piece of wood or a stick in which it has gouged its living space; the tops of the first two thoracic segments are covered by sclerites; the top of the third thoracic segment has only a few small sclerites; the top of the labrum (upper lip) has a transverse row of about 16 setae; anal prolegs are mostly fused with the end of the abdomen except their apical hooks."
75,10,"Pitot-tube Caddisflies","Dipseudopsidae","NA","<em>Phylocentropus</em> is the only genus in the family Dipseudopsidae in North America. <u>Larvae</u> <u>burrow</u> in sand or soft sediment and stabilize the walls of their burrow by shoring them with silk extruded from a long, movable <u>spinneret</u>. The tips of the branching burrow protrude above the sediment, looking like little sticks. A side branch of the retreat is enlarged and contains a silken net used to <u>filter</u> tiny bits of organic matter for food. They tend to live in pools or along the edges of slow-moving water. They are found throughout the eastern and central United States. Characters unique to this group include a large hump between membranous <u>meso</u>- and <u>metanota</u>, the especially long <u>spinneret</u>, and flattened <u>tarsi</u> longer than the <u>tibiae</u>."
76,10,"Saddle Casemaker Caddisflies","Glossosomatidae","NA","Members of the family Glossosomatidae are often known as Saddle-case Makers. The cases are unique from those of other caddisflies in that they are domed like a turtle shell with a <u>transverse</u> strap of finer stones across the bottom, leaving the underside open on both ends. They tend to prefer rocky bottomed riffles. <u>Larvae</u> gather small rocks from the bottom of the stream and glue them together with silk from their mouths to form their cases. During feeding, a <u>larva</u> attaches a strand of silk to a large rock and to the upstream end of the case as a tether. The openings of the underside of the case are interchangeable so that the <u>larva</u> then turns around in the case to point its head through the downstream opening. It then slowly swings upstream on the top of the rock, pivoting on its tethered thread, <u>scraping</u> and eating the algae and biofilm from the rock as it moves. Once the untethered end faces directly upstream, it anchors that end with silk, reverses itself within its case, cuts the thread from the original tether (which is now downstream), and repeats the swiveling and feeding process from the now-freed end of its case, progressing into the current by alternating the two ends of the case like a pair of mountain climbers ascending a rock face."
77,10,"Weighted Casemaker Caddisflies","Goeridae","NA","The larva lives in a case that is made of small stones, usually with pairs of larger stones on the sides; the tops of the first two thoracic segments are covered by sclerites; the top of the third thoracic segment has only a few small sclerites; the sclerotized sides of the middle thoracic segment project anteriorly beside the sclerotized first thoracic segment; anal prolegs are mostly fused with the end of the abdomen except their apical hooks."
78,10,"Snail Casemaker Caddisflies","Helicopsychidae","NA","The larva lives in a case made of fine sand and coiled in the shape of a snail shell; the tops of the first two thoracic segments are covered by sclerites; the top of the third thoracic segment has only a few small sclerites; the anal claws are comb-like, with many ventral teeth."
79,10,"Net-spinning Caddisflies, Common Netspinners, Seine-net Weavers","Hydropsychidae","NA","There are 47 genera in the family globally, with about 13 found in the US, including more than 155 species. <u>Larvae</u> build stationary retreats of silk, detritus and rock fragments. A part of the entrance of a retreat has a silken filter net protruding into the current to strain food from the water. This is how they earned the common name, “net spinners”. The mesh size of the filter net varies among hydropsychid species, corresponding with the current speed of their optimal habitat and the size of the food particles on which they specialize. They spend most of their life hiding in their retreats, waiting for food to get caught in their nets, mostly tiny bits of organic debris, but occasionally small animals; they sometimes also <u>scrape</u> algae from the surfaces of the rocks or other substrates to which their retreats are attached. Members of this family are often thought to be tolerant of pollution, but this is a misconception as tolerance varies greatly among the different species."
80,10,"Microcaddisflies, Purse Casemakers","Hydroptilidae","NA","The larva is very small (less than ¼ inch) and lives in a case, usually flat, made of silk or sand or filamentous algae; the tops of all three thoracic segments are covered by sclerites; there are no gills on the ventral side of the abdomen; usually the anal prolegs are mostly fused with the end of the abdomen except their apical hooks."
81,10,"Bizarre, Scaly-mouth caddisflies","Lepidostomatidae","NA","Over 60 North American species from two genera are recognized in this family. Members of this group are most commonly found in mountainous regions in small streams or along the edges of lakes and large rivers. They are <u>shredding detritivores</u>, feeding on decaying plant matter in the water; they also have been reported scavenging salmon carcasses. The <u>larvae</u> construct cases of varying materials and shapes, however, a four-sided case constructed of square pieces of leaves is most commonly found. This family is easily identifiable, as these are the only caddisflies with the small antennae situated directly next to the eyes."
82,10,"Long-horned Caddisflies","Leptoceridae","NA","This is the only group of caddisflies with “long” antennae. In <u>larvae</u>, the antennae are “6 times as long as wide”, meaning they are small, thread-like antennae, as compared to most <u>larval</u> caddisfly antennae which are barely visible as small nubs. As adults, the antennae are extremely long, much longer than the animal, especially in males. This is also one of the few families with bright colors on the wings, thought to be mainly day fliers. These traits may be due to sexual selection, much like a male peacock with his showy feathers. The <u>larvae</u> are relatively small when mature, only ranging 7–15 mm. Representatives of this family can be found in any still or flowing water habitats, and create widely varying cases of plant or mineral materials or even pure silk, have varying habits (<u>climbers</u>, <u>sprawlers</u>, <u>clingers</u>, <u>swimmers</u>), and eat nearly every type of food, all of which are more particular at the genus and species levels of taxonomic refinement."
83,10,"Northern Casemaker Caddisflies","Limnephilidae","NA","This is one of the more diverse familes in northern latitudes, including 252 species in 41 genera in North America. Only a few species of this group live in the Midwest and South, which is why they are often called ""Northern Caddisflies."" They can be found in a variety of <u>lotic</u> and <u>lentic</u> habitats and have varying habits which become more specific at the genus and species levels of taxonomic refinement. Most are <u>shredding</u> or <u>scraping</u> herbivores or <u>detritivores</u>. This group is well known for their diversity in cases materials and architecture, which at the genus or species level can often be used to aid in identification."
84,10,"Hooded Casemaker Caddisflies","Molannidae","NA","The larva lives in a flat case made of fine sand that covers the head in dorsal view; the tops of the first two thoracic segments are covered by sclerites; the top of the third thoracic segment has only a few small sclerites; the tarsal claws of the hind legs are very short and stubby, unlike the claws of the other legs; anal prolegs are mostly fused with the end of the abdomen except their apical hooks."
85,10,"Mortarjoint Casemaker Caddisflies","Odontoceridae","NA","The larva lives in a stout cylindrical case, slightly curved and made of small stones; the tops of the first two thoracic segments are covered by sclerites; the top of the third thoracic segment usually has two transverse sclerotized straps or two pairs of large sclerites; there is no prothoracic horn (stiff needle between the front legs); the posterior end of the body is not unusually hairy; anal prolegs are mostly fused with the end of the abdomen except their apical hooks."
86,10,"Finger-net Caddisflies","Philopotamidae","NA","This family includes 1,484 species globally and 76 species in North America. Their preferred habitat is <u>riffles</u>, where their nets can be found on the undersides of rocks. The <u>larvae</u> spin wind-sock like nets with ultrafine mesh that are held open by the current, which they use to filter feed on very small bits of detritus, algae, and even small animals. These nets are positioned beneath the rocks and have the smallest mesh size known of all the net-spinning caddisflies. When removed from water, the nets collapse and look like brown slime. This group is unique in that it is the only group with a membranous <u>labrum</u> that is expanded along the <u>distal</u> edge, giving it a T-shape. However, sometimes when placed in ethanol or other preservatives, this soft <u>labrum</u> gets sucked into the mouth where it cannot be seen. The most common species, <em>Dolophilodes distinctus</em>, can emerge as adults year-round; however, females that emerge during the winter have very short stubby wings and are flightless."
87,10,"Giant Casemaker Caddisflies","Phryganeidae","NA","The larva lives in a case made of dead leaves with the pieces arranged as rings or in a spiral; the top of the first thoracic segment is covered by sclerites; the tops of the second and third thoracic segments are membranous or may have a pair of smaller sclerites on the top of the second segment; there is a prothoracic horn (stiff needle) between the front legs; there is a sclerite on the top of the 9th abdominal segment; anal prolegs are partly fused with the end of the abdomen."
88,10,"Trumpet-net, Tube Maker Caddisflies","Polycentropodidae","NA","The larva lives in a silken net that is funnel-shaped, tubular, flattened, or like a spider web; the top of the first thoracic segment is covered by sclerites, but the tops of the second and third thoracic segments are membranous; at the front of the base of each front leg is a foretrochantin that is pointed apically (not hatchet-shaped); the tarsi of all legs are more or less cylindrical, not flattened; tibiae are at least as long as the tarsi; anal prolegs are long and freely moveable."
89,10,"Net-tube Caddisflies","Psychomyiidae","NA","This family includes 5 North American genera with 17 species. The <u>larvae</u> often build tubular retreats, the tops of the structures are camouflaged with silk and pieces of detritus and pieces of substrate. They use the retreat to collect and gather food. As they add to the length of the tube to extend their grazing space, they occasionally harvest the old portion where they have cultivated <u>periphyton</u>. The <u>larvae</u> can be distinguished from other similar looking groups (such as the Philopotamidae) because the Psycomyiidae are the only caddisfly larvae with the <u>foretrochantins</u> (pair of hard projections between fore<u>coxae</u> and head) hatchet-shaped."
90,10,"Free-living, Green Caddisflies","Rhyacophilidae","NA","The <u>larvae</u> of Rhyacophilidae exhibit a variety of feeding strategies as young instars, feeding as <u>collector-gatherers</u>, <u>scraper-grazers</u>, or <u>shredder-herbivores</u>, but mature <u>larvae</u> are mainly free-ranging, <u>engulfing predators</u>. <u>Larvae</u> are free-living, meaning that they do not live in a case or retreat, but simply move throughout the environment, <u>clinging</u> to the substrate and chasing prey. Before pupation, a rock shelter is built and a semipermeable cocoon is spun inside. <u>Larvae</u> are often green in color, and often have well-defined segments, giving the body a beaded appearance. "
91,10,"Bush-tailed Caddisflies","Sericostomatidae","NA","The larva lives in a cylindrical case, slightly curved and made of fine sand; the tops of the first two thoracic segments are covered by sclerites; the top of the third thoracic segment has a few small sclerites; there is no prothoracic horn (stiff needle between the front legs); the posterior end of the body is unusually hairy (at least 60 setae); anal prolegs are mostly fused with the end of the abdomen except their apical hooks."
92,10,"Little Northeastern Casemakers","Thremmatidae","NA","Previously Uenodiae, the family was split into two families Thremmatidae and Uenoidae, with uenoids all western. Of the North American Thremmatidae, there are only two genera, <em>Neophylax </em>(widespread except for in the Southwest) and <em>Oligophlebodes </em>(Western and Northcentral States). The <u>larvae</u> create robust rock cases; eastern species add large <u>lateral</u> ballast stones, similar to cases of Goeridae. Eastern species typically feed by <u>scraping</u> <u>periphyton</u> from rocks. They prefer <u>lotic-erosional</u> habitats and tend to be found clinging to rocks and other substrates. The adults tend to emerge in the fall, and their yellow and brown colors often help them to blend with the autumn foliage."