relationshipTypeCode,diagCharId,taxaObjectId,diagCharType,name,description,hasAudio,hasImage
dc_to_family,1022,283,diag_char_family,Divergent Hind Wing Pads ,Hind wing pads (2nd pair of wing pads) conspicuously divergent from body axis,0,0
dc_to_family,1023,283,diag_char_family,Hind Legs Reach,"When extended, hind legs reach about to the end of the abdomen.",0,0
dc_to_family,1021,283,diag_char_family,Paraglossae And Glossae Subequal,"Paraglossae and glossae about same length, suitable for shredding.",0,0
dc_to_family,1748,285,diag_char_family,Conical Thoracic Gills,Thoracic gills conical in shape and occur singly or doubly. ,0,0
dc_to_family,1021,285,diag_char_family,Paraglossae And Glossae Subequal,"Paraglossae and glossae about same length, suitable for shredding.",0,0
dc_to_family,1747,285,diag_char_family,Roach-like Body,"Mayfly nymphs of this family have a broad, roach-like body.",0,0
dc_to_family,1764,285,diag_char_family,Thoracic Sterna Overlapping,"Thoracic sterna produced posteriorly, each overlapping succeeding segment.",0,0
dc_to_family,1026,287,diag_char_family,Gills Absent,Filamentous gills absent from thoracic and abdominal segments.,0,0
dc_to_family,1024,287,diag_char_family,Glossae Shorter Than Paraglossae,Glossae much shorter than the paraglossae. ,0,0
dc_to_family,1027,287,diag_char_family,Tails Subequal To Abdomen,Cerci (tails) are about the same length as the abdomen.,0,0
dc_to_family,1760,292,diag_char_family,Gill Tufts on Thorax and Abdomen,Tufts of filamentous gills on thorax and first two abdominal segments.,0,0
dc_to_family,1021,292,diag_char_family,Paraglossae And Glossae Subequal,"Paraglossae and glossae about same length, suitable for shredding.",0,0
dc_to_family,1611,300,diag_char_family,Mesonotum sclerotized,The mesonotum of larvae in this family is covered with a pair of sclerites.,0,0
dc_to_family,1613,300,diag_char_family,Metanotum mostly membranous,"The metanotum of larvae in this family usually has 2–3 pairs of small sclerites, but is mostly membranous.",0,0
dc_to_family,1614,300,diag_char_family,Setose metanotum,More than 25 setae are distributed transversely in the anteromesal region of the metanotum.,0,0
dc_to_family,1616,300,diag_char_family,Smooth mandibular margins,"Mandibles with inner margins usually smooth, without teeth.",0,0
dc_to_family,1615,300,diag_char_family,​Antenna Midway Between Eye and Mandible,Larvae have tiny antennae each midway between an eye and its corresponding mandible.,0,0
dc_to_family,1617,300,diag_char_family,​Hooded sand case,"Portable sand case of sand and papoose-like, extended over larval head.",0,0
dc_to_family,1611,302,diag_char_family,Mesonotum sclerotized,The mesonotum of larvae in this family is covered with a pair of sclerites.,0,0
dc_to_family,1624,302,diag_char_family,Metanotum mostly membranous,"The metanotum of larvae in this family usually has 2 pairs of small sclerites posteromesally and laterally, but is mostly membranous.",0,0
dc_to_family,1625,302,diag_char_family,​Humpless abdominal segment I,First abdominal segment lacking membranous lateral humps (can be expanded or collapsed).,0,0
dc_to_family,1626,302,diag_char_family,​Transversely arranged plant-material case,"Portable case of slender plant materials arranged transversely.  The plant materials can be either wrapped around the insect to form a tapered cylinder, or they can be organized to make a four-sided log-cabin tube.",0,0
dc_to_family,1611,305,diag_char_family,Mesonotum sclerotized,The mesonotum of larvae in this family is covered with a pair of sclerites.,0,0
dc_to_family,1637,305,diag_char_family,​Dead leaf or hollowed-twig case,"The larvae of this family create a portable case either made with two dead leaves on top of one another, or out of a hollowed stick or other piece of wood.",0,0
dc_to_family,1635,305,diag_char_family,​Metanotum mostly membranous,"The metanotum has 1 pair of small lateral sclerites, but is mostly membranous.",0,0
dc_to_family,1636,305,diag_char_family,​Setae on labrum,"The labrum of this family has a transverse row of 16 setae across the middle, giving these caddisflies a mustached appearance.",0,0
dc_to_family,1040,306,diag_char_family,Branching Retreat,"Larvae make branching tube-like retreats buried in sand or soft sediment, except tips of branches sticking above sediment. You can find these by using a seave in soft sandy sediment, look for branching sandy tubes, often with a bulbus end on one of the branches, carfully pull it apart to find the larva.",0,0
dc_to_family,1038,306,diag_char_family,Hump Between Nota,The Meso- and metanota (2nd and 3rd dorsal thorasic segments) are membranous (not hardened) with a large hump between them. ,0,0
dc_to_family,1037,306,diag_char_family,Large Spinneret,"Large spinneret, half as long as head. This is a needle-like structure near the mouth, where the silk is extruded.",0,0
dc_to_family,1039,306,diag_char_family,Tarsi Flattened ,Tarsi (toes- distal most leg region) flattened and tibiae (shins) shorter than tarsi,0,0
dc_to_family,1642,308,diag_char_family,Membranous mesonotum,The mesonotum is entirely or mostly membranous in larvae of this family.,0,0
dc_to_family,1643,308,diag_char_family,Membranous metanotum,The metanotum is entirely or mostly membranous in larvae of this family.,0,0
dc_to_family,1645,308,diag_char_family,Metanotum with 3 pairs of setae,Larvae in this family have 3 pairs of setae (hairs) on their metanotum.,0,0
dc_to_family,1646,308,diag_char_family,​Abdominal Segment IX with Small Sclerite,The top of the last abdominal segment (segment IX) has one small sclerite. ,0,0
dc_to_family,1647,308,diag_char_family,​Dome-like case,"Portable case of small rocks, dome-like, with transverse ventral strap of fine sand.",0,0
dc_to_family,1644,308,diag_char_family,​Mesonotum with 3 pairs of setae,Larvae in this family have 3 pairs of setae (hairs) on their mesonotum.,0,0
dc_to_family,1612,310,diag_char_family,Mesonotum sclerotized,The mesonotum of larvae from this family is covered with 2 pairs of sclerites and has an additional pair of thick lateral sclerites projecting anterad (toward the head of the caddisfly) beside the pronotum.,0,0
dc_to_family,1657,310,diag_char_family,Metanotum Mostly Membranous,"The metanotum has 1 pair of small lateral sclerites, but is mostly membranous.",0,0
dc_to_family,1615,310,diag_char_family,​Antenna Midway Between Eye and Mandible,Larvae have tiny antennae each midway between an eye and its corresponding mandible.,0,0
dc_to_family,1654,310,diag_char_family,​Tubular Case with Large Ballast Stones,"Tubular portable case made of stones with two pairs of larger, nearly symmetrical lateral “ballast” stones.",0,0
dc_to_family,1604,312,diag_char_family,Snail shell-like case,The portable case of sand grains Helicopsychid larvae construct resembles a snail shell.,0,0
dc_to_family,1611,314,diag_char_family,Mesonotum sclerotized,The mesonotum of larvae in this family is covered with a pair of sclerites.,0,0
dc_to_family,1661,314,diag_char_family,Pronotum Sclerotized,A pair of sclerites completely covers the pronotum of larvae in this family.,0,0
dc_to_family,1660,314,diag_char_family,Short Overall Length,Caddisflies of this family are very small - the larvae are less than ½ inch (6 mm) long.,0,0
dc_to_family,1665,314,diag_char_family,​Flattened Case,"Larvae of this family construct a portable or stationary case of plant or mineral material and it is usually either compressed (flattened from sides) or depressed (flattened from top and bottom), giving it a purse-like appearance, rarely tubular.",0,0
dc_to_family,1662,314,diag_char_family,​Metanotum Sclerotized,A pair of sclerites completely covers the metanotum of larvae in this family.,0,0
dc_to_family,1663,314,diag_char_family,​No Ventral Abdominal Gills,Larvae of this family lack gills on the underside of their abdomens.,0,0
dc_to_family,1664,314,diag_char_family,​Tiny Anal Claws,Anal prolegs usually not projecting and anal claws tiny.,0,0
dc_to_family,1029,316,diag_char_family,Antenna Next To Eye,The antenna are small and are always situated directly next to the eye. This is the only caddisfly family with antenna in this location.,0,0
dc_to_family,1030,318,diag_char_family,"""Long"" Antenna","This is the only caddisfly family where the larvae usually have “long” antenna. By long antenna we mean that they aren’t tiny little nubs we usually see on caddisflies, but more like short threads, easily visible in profile.",0,0
dc_to_family,1611,323,diag_char_family,Mesonotum sclerotized,The mesonotum of larvae in this family is covered with a pair of sclerites.,0,0
dc_to_family,1676,323,diag_char_family,"Tubular, Flanged Sand Case",Larvae of this family make a portable case of sand that is tubular but appears very flat with wide lateral flanges and anterodorsal cowel over larval head.  ,0,0
dc_to_family,1674,323,diag_char_family,​Metanotum Mostly Membranous,"The metanotum has 0-1 pairs of small lateral sclerites, but is mostly membranous.",0,0
dc_to_family,1675,323,diag_char_family,​Small Hind Leg Claws,Claws of hind legs much smaller than those of front and middle legs.,0,0
dc_to_family,1611,325,diag_char_family,Mesonotum sclerotized,The mesonotum of larvae in this family is covered with a pair of sclerites.,0,0
dc_to_family,1679,325,diag_char_family,Sturdy Sand Case,Larvae of this family make a sturdy portable case of coarse sand cemented with mortar-like bands of silk.,0,0
dc_to_family,1678,325,diag_char_family,​Metanotum Usually with 4 Sclerites,"Larvae of Odontoceridae usually have one broad transverse anterior sclerite, one narrow transverse posterior sclerite, and one pair of lateral sclerites on the metanotum.  Rarely, the metanotum will have 3 pairs of small sclerites.",0,0
dc_to_family,1677,325,diag_char_family,​Pronotum with Pointed Anterolateral Corners,"The pronotum of larvae in this family usually has strongly pointed anterolateral corners, giving larvae the appearance of having sharp shoulder pads.",0,0
dc_to_family,1031,327,diag_char_family,T-Shaped Labrum,Labrum (upper lip) membranous and T-shaped. If you don't see the labrum it's becuase in preserved specimens it’s often sucked into mouth and hidden from view. All other families have a sclerotized easily visible labrum.,0,0
dc_to_family,1642,330,diag_char_family,Membranous mesonotum,The mesonotum is entirely or mostly membranous in larvae of this family.,0,0
dc_to_family,1643,330,diag_char_family,Membranous metanotum,The metanotum is entirely or mostly membranous in larvae of this family.,0,0
dc_to_family,1704,330,diag_char_family,Setose Lateral Sclerites on Meso- and Metanota,Larvae in this family have on their mesonotum and metanotum a pair of lateral sclerites with many setae.,0,0
dc_to_family,1646,330,diag_char_family,​Abdominal Segment IX with Small Sclerite,The top of the last abdominal segment (segment IX) has one small sclerite. ,0,0
dc_to_family,1680,330,diag_char_family,​Mesonotum with 2 Pairs of Setae,Caddisfly larvae in this family have on their mesonotum 2 pairs of dorsomesal setae (hairs).,0,0
dc_to_family,1681,330,diag_char_family,​Metanotum with 2 Pairs of Setae,Larvae in this family have on their metanotum 2 pairs of dorsomesal setae (hairs).,0,0
dc_to_family,1683,330,diag_char_family,​Spiraling or Ringed Plant Case,Larvae of this family make a portable case of plant materials arranged in a spiral or in successive rings.,0,0
dc_to_family,1682,330,diag_char_family,​Stiff Prosternal Horn,Stiff prosternal horn present between front legs.,0,0
dc_to_family,1686,332,diag_char_family,Abdominal Segment IX Membranous,Top of last abdominal segment (segment IX) membranous.,0,0
dc_to_family,1710,332,diag_char_family,Membranous Mesonotum,The mesonotum is membranous in larvae of this family.,0,0
dc_to_family,1711,332,diag_char_family,Membranous Metanotum,The metanotum is membranous in larvae of this family.,0,0
dc_to_family,1684,332,diag_char_family,Mesonotum with 3 Pairs of Setae,"Larvae in this family have 3 pairs of setae (hairs) on their mesonotum, with the posteromesal and/or lateral pair sometimes doubled. ",0,0
dc_to_family,1685,332,diag_char_family,Metanotum with 3 Pairs of Setae,"Larvae in this family have 3 pairs of setae (hairs) on their mesonotum, with the posteromesal and/or lateral pair sometimes doubled. ",0,0
dc_to_family,1687,332,diag_char_family,"​Long, Free Anal Prolegs",The anal prolegs of this family are long and freely movable.,0,0
dc_to_family,1032,335,diag_char_family,Hatchet-shaped Foretrochantin,"The foretrochantin is a projecting sclerite (hard plate) at the base of each foreleg. This is the only family where the foretrochantin is hatched-shaped. Look from the ventral side, you may see the shape more clearly if the specimen is a bit tilted.",0,0
dc_to_family,1043,338,diag_char_family,Anal Prolegs Free,"Anal prolegs (fleshy nubs at the end of th body with hooks on them) are free, not closely fused to the abdomen.",0,0
dc_to_family,1044,338,diag_char_family,Free-living,Larvae are free-living (do not build a case or retreat) until pupation.,0,0
dc_to_family,1041,338,diag_char_family,Meso- And Metanota Membranous.,"Meso- and metanota membranous. I.e. Dorsally, only the first thorasic segment is sclerotized (hardened), the rest of the thorax is membranous.",0,0
dc_to_family,1042,338,diag_char_family,Sclerite On Segment IX,"The dorsal side of abdominal segment 9 has a sclerite (hardened plate or patch). Segment 9 is the last abdominal segment, at the end of the body.",0,0
dc_to_family,1690,340,diag_char_family,"Curved, Smooth Sand Case","Larvae of this family create a portable case that is smooth, slightly curved, and made of fine sand.",0,0
dc_to_family,1611,340,diag_char_family,Mesonotum sclerotized,The mesonotum of larvae in this family is covered with a pair of sclerites.,0,0
dc_to_family,1688,340,diag_char_family,Metanotum Mostly Membranous,"Metanotum with 3 pairs of small sclerites, but mostly membranous.",0,0
dc_to_family,1677,340,diag_char_family,​Pronotum with Pointed Anterolateral Corners,"The pronotum of larvae in this family usually has strongly pointed anterolateral corners, giving larvae the appearance of having sharp shoulder pads.",0,0
dc_to_family,1689,340,diag_char_family,​Setose Anal Prolegs,Each anal proleg has a mesodorsal cluster of at least 30 setae.,0,0
dc_to_family,1034,342,diag_char_family,Notched Mesonotum,Mesonotum notched medially along the anterior margin. I.e. the middle thoracic segment has 2 small incisions along the edge nearest the head.,0,0
dc_to_family,1033,342,diag_char_family,Only Metanotum Membranous,"Pro- and mesonota are sclerotized, but the metanotum mostly membranous, with some small sclerites (i.e. the dorsal sides of the 1st two thoracic segments are hardened, but the 3rd is membranous).",0,0
dc_to_family,1002,728,diag_char_family,5-Segmented Swimming Legs,"Long, slender swimming legs 5-segmented, excluding 2 claws. ",0,0
dc_to_family,1003,728,diag_char_family,8-Segmented Abdomen,Abdomen with 8 segments.,0,0
dc_to_family,1001,728,diag_char_family,Sickle-Shaped Mandibles,Sickle-shaped mandibles without mola (grinding surface). ,0,0
dc_to_family,1005,732,diag_char_family,"Brown, Sclerotized, Spindle-Shaped Body","Body strongly sclerotized (hardened), dark brown or red-brown, roughly cylindrical or spindle-shaped,",0,0
dc_to_family,1004,732,diag_char_family,Operculum,Segment 9 (posterior-most segment) with ventral lid-like flap (operculum) concealing thread-like gills and pair of hooks,0,0
dc_to_family,1008,739,diag_char_family,4 Posterior Hooks,Abdominal segment 10 (posterior-most segment) with 4 stout hooks.,0,0
dc_to_family,1006,739,diag_char_family,5-Segmented Legs + Claws,Legs 5-segmented plus 2 tarsal claws. ,0,0
dc_to_family,1007,739,diag_char_family,Lateral Gills ,Abdominal segments 1–9 with lateral gills. ,0,0
dc_to_family,1009,743,diag_char_family,5-Segmented Legs + Claw,Legs 5-segmented and each with single claw. ,0,0
dc_to_family,1010,743,diag_char_family,Dorsal Projections,"Mature larvae usually with long, slender, stiff, needle-like dorsal projections from thoracic and abdominal segments",0,0
dc_to_family,1123,747,diag_char_family,Flat Body,"The body is dorsoventrally flattened (flat like a hamburger, not like a taco). ",0,0
dc_to_family,1124,747,diag_char_family,Shield-Like,The thoracic and abdominal tergites (dorsal hardened segmental plates) are expanded laterally as a thin shield covering the head and legs from above. This can make the animals resemble trilobites. This shape also helps them stick to rocks almost like a suction cup. ,0,0
dc_to_family,1856,783,diag_char_family,3 or Less Antennal Segments,Antennae with 3 or fewer segments.,0,0
dc_to_family,1807,783,diag_char_family,4-Segmented Legs,Legs each with 4 segments.,0,0
dc_to_family,1815,783,diag_char_family,9-Segmented Abdomen,Abdomen with 9 segments.,0,0
dc_to_family,1817,783,diag_char_family,Distinct Labrum,Distinct labrum present.,0,0
dc_to_family,2219,783,diag_char_family,Operculum lacking,Lacking operculum on last segment. ,0,0
dc_to_family,1816,783,diag_char_family,Posterior Gill Tufts,Anal region with tufts of gills.,0,0
dc_to_genus,2172,5,diag_char_genus,Occipital Ridge,Ridge on the posterior end of the head,0,0
dc_to_genus,40,7,diag_char_genus,Single Digitiform Coxal Gill,"Each coxa (most basal leg segment) with a single finger-like, segmented gill.",0,0
dc_to_genus,29,19,diag_char_genus,Notched Frontoclypeus,"Frontoclypeus is usually notched, and usually with a scalloped appearance. In the rare case that the frontoclypeus is not notched, the intersegmental sclerites will be small. ",0,0
dc_to_genus,30,19,diag_char_genus,Small Intersegmental Sclerites,"These sclerites are usually small in this genus. In the rare case that they are large, the frontoclypeus will be notched. Look for the pair of intersegmental sclerites underneath the intersegmental fold (“fat roll” between segments) on the ventral side between the first two sets of legs. Try gently arching the specimen’s back, and they should “pop” out.  ",0,0
dc_to_genus,1036,32,diag_char_genus,Only 1 Genus,"There is only one genus in this family! If you've identified the family, you know the genus too.",0,0
dc_to_genus,36,35,diag_char_genus,Tall Sclerite At Base Of Lateral Hump,"Abdominal segment I with one tall vertical tear-drop-shaped sclerite at posterior edge of base of each lateral hump, almost as tall as hump. The sclerite is not necessarily symmetrical, but is narrower at one end than the other, like a tear-drop. It may be light in color and hard to see, look for a shiny surface. ",0,0
dc_to_genus,516,110,diag_char_genus,Gill Tufts Absent,Abdominal ventral gill tufts absent. ,0,0
dc_to_genus,517,110,diag_char_genus,Short Respiratory Tubes,Respiratory tubes much shorter than anal prolegs.,0,0
dc_to_genus,2187,120,diag_char_genus,Tomentum of tibia,"Conspicuous fringe of fine, dense hairs along tibia of foreleg",0,0
dc_to_genus,2187,121,diag_char_genus,Tomentum of tibia,"Conspicuous fringe of fine, dense hairs along tibia of foreleg",0,0
dc_to_genus,2187,122,diag_char_genus,Tomentum of tibia,"Conspicuous fringe of fine, dense hairs along tibia of foreleg",0,0
dc_to_genus,2187,130,diag_char_genus,Tomentum of tibia,"Conspicuous fringe of fine, dense hairs along tibia of foreleg",0,0
dc_to_genus,2187,132,diag_char_genus,Tomentum of tibia,"Conspicuous fringe of fine, dense hairs along tibia of foreleg",0,0
dc_to_genus,2187,134,diag_char_genus,Tomentum of tibia,"Conspicuous fringe of fine, dense hairs along tibia of foreleg",0,0
dc_to_genus,2194,136,diag_char_genus,Scutellum,"posterior shield-like plate of thorax.  In Coleoptera, the scutellum is either exposed or concealed by the elytra.",0,0
dc_to_genus,2194,138,diag_char_genus,Scutellum,"posterior shield-like plate of thorax.  In Coleoptera, the scutellum is either exposed or concealed by the elytra.",0,0
dc_to_genus,2197,142,diag_char_genus,Abdominal sternum 6 ,the 6th abdominal segment,0,0
dc_to_genus,2199,142,diag_char_genus,Pronotum with paired blotches,Two black paired blotches on lower margin of pronotum,0,0
dc_to_genus,2212,176,diag_char_genus,Creeping Welts,"Slightly raised, often darkened structure on diptera larvae",0,0
dc_to_genus,1036,196,diag_char_genus,Only 1 Genus,"There is only one genus in this family! If you've identified the family, you know the genus too.",0,0
dc_to_genus,2236,198,diag_char_genus,Procoxae Gill,Simple gill on the coxae of the prothorax,0,0
dc_to_genus,2167,207,diag_char_genus,Forefemur,Femur of proleg,0,0
dc_to_genus,2167,208,diag_char_genus,Forefemur,Femur of proleg,0,0
dc_to_genus,2167,209,diag_char_genus,Forefemur,Femur of proleg,0,0
dc_to_genus,2167,210,diag_char_genus,Forefemur,Femur of proleg,0,0
dc_to_genus,2184,210,diag_char_genus,Operculate gill,Large gill that covers remaining gills,0,0
dc_to_genus,2167,211,diag_char_genus,Forefemur,Femur of proleg,0,0
dc_to_genus,488,219,diag_char_genus,Gills On 1–6 Truncate,"Gills on abdominal segments 1–6 have truncate distal ends; the ends are often blunt or squared off, but always with at least part of apical edge straight.",0,0
dc_to_genus,489,219,diag_char_genus,Gills On 7 Slender,"Gills on abdominal segment 7 are reduced to slender filaments, much skinnier than gills on preceeding segments.",0,0
dc_to_genus,1036,243,diag_char_genus,Only 1 Genus,"There is only one genus in this family! If you've identified the family, you know the genus too.",0,0
dc_to_genus,2172,273,diag_char_genus,Occipital Ridge,Ridge on the posterior end of the head,0,0
dc_to_genus,2172,274,diag_char_genus,Occipital Ridge,Ridge on the posterior end of the head,0,0
dc_to_genus,2172,275,diag_char_genus,Occipital Ridge,Ridge on the posterior end of the head,0,0
dc_to_genus,2172,276,diag_char_genus,Occipital Ridge,Ridge on the posterior end of the head,0,0
dc_to_genus,2170,284,diag_char_genus,Cervical Gills,Gills filaments located in the region of the neck,0,0
dc_to_genus,1036,307,diag_char_genus,Only 1 Genus,"There is only one genus in this family! If you've identified the family, you know the genus too.",0,0
dc_to_genus,1036,339,diag_char_genus,Only 1 Genus,"There is only one genus in this family! If you've identified the family, you know the genus too.",0,0
dc_to_genus,2223,2083,diag_char_genus,Operculum,Covering over the entrance to shell,0,0
dc_to_order,12,3,diag_char_order,Two Tails,Always only two tails (cerci).,0,0
dc_to_order,10,3,diag_char_order,Two Tarsal Claws,Always with two tarsal claws per leg.,0,0
dc_to_order,15,14,diag_char_order,Prolegs With Single Hook,"Larvae with pair of anal prolegs (fleshy nubs), each with single hook, located on last abdominal segment.",0,0
dc_to_order,2018,20,diag_char_order,Abdominal Gills,Gills on abdomen.,0,0
dc_to_order,22,20,diag_char_order,Single Tarsal Claw,Always with only one tarsal claw per leg.,0,0
dc_to_order,21,20,diag_char_order,Usually 3 Tails,"Usually with three tails (two cerci and one caudal filament, but sometimes without caudal filament).",0,0
dc_to_order,945,52,diag_char_order,Elytra,Adults with elytra (hardened forewings covering the membranous hind wings).,0,0
dc_to_order,2218,52,diag_char_order,Three Pairs of Legs on Thorax,Three pairs of segmented legs on the thorax.  One pair per segment. ,0,1
dc_to_order,944,53,diag_char_order,Legs Absent,"Segmented legs absent from thorax, but sometimes with prolegs (fleshy nubs used for movement).",0,0
dc_to_order,472,54,diag_char_order,Hemelytra,Adults with hemelytra (forewings typically leathery or hard basally and translucent and flexible apically).,0,0
dc_to_order,468,54,diag_char_order,Needle-like Beak,Larvae and adult with needle-like or straw-like beak (except for Corixidae which has sieve-like mouth parts).,0,0
dc_to_order,942,55,diag_char_order,Abdominal Prolegs,Underside of abdomen with several pairs of prolegs (fleshy nubs) with tiny hooks.,0,0
dc_to_order,943,55,diag_char_order,Short Legs,"Short segmented legs present on thorax, not as long as abdomen. ",0,0
dc_to_order,512,56,diag_char_order,1 Tail or 2 Prolegs ,"Abdominal segment 9 (the last segment) with either one tail or pair of anal prolegs (fleshy nubs), each with two hooks.",0,0
dc_to_order,513,56,diag_char_order,Lateral Filaments,Seven or eight pairs of filaments or gills laterally on abdomen (slender conical appendages on sides of abdomen).,0,0
dc_to_order,2087,57,diag_char_order,Abdomen with 5 Sharp Stiff Points or 3 Gills,"End of abdomen has either 5 sharp stiff points (suborder Anisoptera, or dragonflies) or 3 long flat gills (suborder Zygoptera, or damselflies).",0,0
dc_to_order,933,57,diag_char_order,Labial Mask,"Nymphs with mask-like labium (lower lip) covering the chewing mouth parts. This is an extendable arm-like appendage used to capture prey. It is always visible ventrally, but may be visible dorsally if it is extended.",0,0
dc_to_order,2086,57,diag_char_order,Two Pairs of Wing Pads,Thorax with two pairs of wing pads.,0,0
dc_to_order,1786,60,diag_char_order,1 Pair of Antennae,One pair of antennae.,0,0
dc_to_order,1774,60,diag_char_order,"3 Pairs of Jointed, Unbranched Legs",Three pairs of jointed legs that are unbranched.,0,0
dc_to_order,1772,60,diag_char_order,Body Hardened on Outside,Body hardened on outside.,0,0
dc_to_order,1781,60,diag_char_order,Carapace Absent,Carapace (hard upper shell) absent.,0,0
dc_to_order,1831,60,diag_char_order,Furcula,"No telson, but slender furcula at end of abdomen used for jumping.",0,0
dc_to_order,1828,60,diag_char_order,Oval Body,Body oval.,0,0
dc_to_order,1857,64,diag_char_order,Anterior Pseudocardinal Teeth,Anterior pseudocardinal tooth present on valves.,0,0
dc_to_order,1769,64,diag_char_order,Body Soft,Soft-bodied.,0,0
dc_to_order,1777,64,diag_char_order,Covered by 2 Shells,Viscera covered by two hard calcareous shells.,0,0
dc_to_order,1770,64,diag_char_order,No Legs,Without legs.,0,0
dc_to_order,2006,64,diag_char_order,Posterior Lateral Teeth on Valves,Posterior lateral tooth present on valves.,0,0
dc_to_order,1777,67,diag_char_order,Covered by 2 Shells,Viscera covered by two hard calcareous shells.,0,0
dc_to_order,1770,67,diag_char_order,No Legs,Without legs.,0,0
dc_to_order,1858,67,diag_char_order,Teeth on Inside of Valves,Anterior and posterior lateral teeth present on inside of valves.,0,0
dc_to_order,1775,75,diag_char_order,2 Pairs of Antennae,Two pairs of antennae.,0,0
dc_to_order,1772,75,diag_char_order,Body Hardened on Outside,Body hardened on outside.,0,0
dc_to_order,1781,75,diag_char_order,Carapace Absent,Carapace (hard upper shell) absent.,0,0
dc_to_order,1784,75,diag_char_order,Compressed Body,Body usually laterally flattened (compressed).,0,0
dc_to_order,1830,75,diag_char_order,Narrow Telson,"Telson projecting from end of abdomen, narrower than body.",0,0
dc_to_order,1773,75,diag_char_order,"Over 3 Pairs of Jointed, Unbranched Legs",More than 3 pairs of jointed legs that are unbranched.,0,0
dc_to_order,1769,81,diag_char_order,Body Soft,Soft-bodied.,0,0
dc_to_order,1770,81,diag_char_order,No Legs,Without legs.,0,0
dc_to_order,1782,81,diag_char_order,Operculum Absent,Operculum absent.,0,0
dc_to_order,1785,81,diag_char_order,Single Shell,"Viscera (internal organs) covered by single, hard calcareous shell.",0,0
dc_to_order,1778,95,diag_char_order,32 Segments,Segmented with 32 true segments.,0,0
dc_to_order,1783,95,diag_char_order,Anterior and Posterior Suckers,With anterior and posterior suckers.,0,0
dc_to_order,1769,95,diag_char_order,Body Soft,Soft-bodied.,0,0
dc_to_order,1834,95,diag_char_order,Mouth on Anterior Sucker,Mouth a small pore on ventral surface of anterior sucker.,0,0
dc_to_order,1771,95,diag_char_order,No Antennae,No antennae.,0,0
dc_to_order,1770,95,diag_char_order,No Legs,Without legs.,0,0
dc_to_order,1776,95,diag_char_order,Seemingly Headless,Seemingly without a head.,0,0
dc_to_order,1779,95,diag_char_order,Segments Appearing Subdivided,Segments each superficially subdivided into 3-16 annuli.,0,0
dc_to_order,1775,106,diag_char_order,2 Pairs of Antennae,Two pairs of antennae.,0,0
dc_to_order,1772,106,diag_char_order,Body Hardened on Outside,Body hardened on outside.,0,0
dc_to_order,1781,106,diag_char_order,Carapace Absent,Carapace (hard upper shell) absent.,0,0
dc_to_order,1833,106,diag_char_order,Flattened Body,Body dorsoventrally flattened (depressed) or subcylindrical.,0,0
dc_to_order,1773,106,diag_char_order,"Over 3 Pairs of Jointed, Unbranched Legs",More than 3 pairs of jointed legs that are unbranched.,0,0
dc_to_order,1832,106,diag_char_order,Telson as Wide as Body,Telson fused with last abdominal segment and as wide as body.,0,0
dc_to_order,948,727,diag_char_order,Eye Spots,"Eye spots usually present, but compound eyes absent.",0,0
dc_to_order,946,727,diag_char_order,Lateral Gills USUALLY Absent,"Usually without lateral abdominal gills, except for Gyrinidae (4 hooks clustered on segment 10).",0,0
dc_to_order,947,727,diag_char_order,USUALLY 4-5-Segmented Legs,"Thoracic legs usually with 4 or 5 segments and with 1 or 2 claws; if without legs, head distinctly sclerotized (hardened) and posterior body (thorax and abdomen) simple, without gills, hair brushes, suckers, or breathing tube. ",0,0
dc_to_order,1775,1602,diag_char_order,2 Pairs of Antennae,Two pairs of antennae.,0,0
dc_to_order,1788,1602,diag_char_order,4 Pairs of Jointed Walking Legs,Four pairs of jointed walking legs.,0,0
dc_to_order,1772,1602,diag_char_order,Body Hardened on Outside,Body hardened on outside.,0,0
dc_to_order,1780,1602,diag_char_order,Carapace Present,Carapace (hard upper shell) present.,0,0
dc_to_order,1787,1602,diag_char_order,Pair of Front Claws,Pair of front claws.,0,0